ticket_id,channel,subject,body,queue
T-11435,chat,Support request,i think someone else has been using my account - there is an order in my history I never placed??,account-access
T-11436,chat,Order status,You split my order into two shipments and only one has any tracking movement. I contacted you a few days ago about this and never heard back.,shipping
T-11437,email,Help,"Hello, You split my order into two shipments and only one has any tracking movement. is the voltpack 20k power bank still returnable if i washed it. what is your return policy on sale items like the basecamp camp chair. Appreciate it. — Skyler Whitfield",shipping
T-11438,webform,Urgent,The Cascade 20 sleeping bag showed up with a broken clip straight out of the box and I want a replacement. I need this sorted before Friday. Appreciate it.,returns-warranty
T-11439,email,Package missing,"Good morning, My order NW-55548 was placed five days ago and the tracking still says label created. I need this sorted before Friday. — Avery Garcia",shipping
T-11440,email,Cannot log in,"Hello Northwind, My order history disappeared after I merged my old account with my new eail. The order had thq Drifter paddle and some smaller items n it. Hope you can help.",account-access
T-11441,chat,Shipping delay,can I change the delivery address on order NW-53985 before it ships. I paid with the card ending 1948??,shipping
T-11442,email,Order status,"Hello, Only half of order NW-44820 showed up - the Halo climbing helmet is missing from the box. Please advise. — Quinn Nguyen",shipping
T-11443,webform,Help,"Hey, I want to return the Ember camp stove from order NW-68644 for a refund. I tried calling but the wait time was over 20 minutes. Thanks.",returns-warranty
T-11444,chat,Problem with my order,Please cancel my Trail Clu bmemberhhip - I am still eeing billed $9.99 a month. do the trailhead hiking boots run narrow - i am usually a 9.5?,billing
T-11445,chat,Spec question,is the Drifter 10 kayak stable enough for a beginner on flat water. Order number is NW-47061 if that helps?,product-question
T-11446,email,Help,"following up - Hello Northwind, My refund was approved but the replacement Ember camp stove still has no tracking number. The order had the Puffin down vest and some smaller items in it. Thanks. — Morgan Ortiz",shipping
T-11447,webform,Problem with my order,"Hey, You charged the wrong card - the order should have gone on the card ending 5151. I placed the order during the sale. Thank you.",billing
T-11448,chat,Account locked,I keep getting logged out every time the app updates. I tried calling but the wait time was over 30 minutes.,account-access
T-11449,webform,Problem with my order,"Hey, My gift card balance shows $189.99 but checkout would not let me use it. I already looked through the help center and could not find an answer. Hope you can help.",billing
T-11450,webform,Support request,see below. ref NW-41234,shipping
T-11451,email,Spec question,"Hey, Will the Summit 65 backpack fit a bear canister. i cancelled order nw-79701 the same day after placing it but the charge of $42.50 still went through. I need this sorted before Friday. Thank you.",product-question
T-11452,chat,Support request,my package arrived with the box crushed and the Cascade 0 sleeping bag inside looks okay. I already looked through the help center and could not find an answer.,shipping
T-11453,webform,Account locked,"Hello, How do I change the email address on my account - I no longer have access to the old one. i was charged sales tax on order nw-44788 but my state does not tax clothing. can i get an itemized receipt or invoice for order nw-44039 - i need it for taxes. I contacted you a few days ago about this and never heard back. Thank you.",account-access
T-11454,webform,Help,"Hi, The zipper onn my Halo climbing helmet tore after one trip - I want to make a warranty claim. Order number is N-77689 if that helps. Appreciate it.",returns-warranty
T-11455,webform,Where is my order,"Good morning, UPS tracking shows my package has been sitting in Louisville for a week. I already looked through the help center and could not find an answer. Hope you can help.",shipping
T-11456,chat,Question,please delete my account and all my personal data.,account-access
T-11457,webform,Urgent,"Hello, I paid $19.00 extra for two day shipping and it has been a week. The order had the Lumen 800 headlamp and some msaller items in it. Please advise.",shipping
T-11458,chat,Problem with my order,Only half of order NW-44562 showed up - the Lumen 800 headlamp is missing from the box. I placed the order about ten days ago?,shipping
T-11459,email,Double chharged,"Hey, Can I get an itemized receipt or invvoic efor orderN W-56416 - I need it for my exepnse report. Hope you can help.",billing
T-11460,email,Shipping delay,"Hello Northwind, If I refuse the package at delivery do I still have to pay return shipping. I tried calling but the wait time was over 20 minutes. Please advise.",shipping
T-11461,email,Wrong item receievd,"Hi there, I am past the 30 day window but the Puffin down vest has a manufacturing defect - does the warranty cover it. I placed the order about ten days ago. Please advise. — Morgan Chen",returns-warranty
T-11462,chat,Warranty claim,i am past the 30 day window but the Glacier 45 cooler has a manufacturing defect - does the warranty cover it. I need this sorted before Friday?,returns-warranty
T-11463,chat,Defective item,I was charged a restocking fee of $42.95 on my return - nothing on the site mentioned that. The order had the Aurora camp lantern and some smaller items in it.,returns-warranty
T-11464,chat,Order tatus,Where is my order? The Halo climbing helmet was supposed to arrive yesterday. the trailhead hiking boots showed up with a hole in it straight out of the box and i want a replacement?,shipping
T-11465,email,Question,My account seems to be locked after too many login attempts. Please advise. — Rowan Okafor,account-access
T-11466,chat,Urgent,i paid $64.95 extra for two day shipping and it has been five days. Order number is NW-76641 if that helps.,shipping
T-11467,chat,Compatibility question,if the Halo climbing helmet does not fit can I return it for free or is return shipping on me. I need this sorted before the weekend?,product-question
